pool,pool_label,week_start,variant,next_cumulative_net_return_bps,next_cumulative_alpha_bps
baseline_pool_l,lgbm328,2023-01-03,lgbm328,273.992754,584.7672571265265
baseline_pool_l,lgbm328,2023-01-04,lgbm328,317.326356,576.1466220442906
baseline_pool_l,lgbm328,2023-01-05,lgbm328,379.019630,600.7771099651684
baseline_pool_l,lgbm328,2023-01-06,lgbm328,425.296549,626.8568433801607
baseline_pool_l,lgbm328,2023-01-09,lgbm328,446.552889,649.1657885649122
baseline_pool_l,lgbm328,2023-01-10,lgbm328,438.549205,673.0840083156126
baseline_pool_l,lgbm328,2023-01-11,lgbm328,410.214328,678.4756304039477
baseline_pool_l,lgbm328,2023-01-12,lgbm328,400.192383,656.1655935418269
baseline_pool_l,lgbm328,2023-01-13,lgbm328,459.472951,641.6580029402788
baseline_pool_l,lgbm328,2023-01-16,lgbm328,469.732527,628.6307732460817
baseline_pool_l,lgbm328,2023-01-17,lgbm328,452.647108,600.5103728627332
baseline_pool_l,lgbm328,2023-01-18,lgbm328,456.111468,551.1036677015452
baseline_pool_l,lgbm328,2023-01-19,lgbm328,532.265459,545.2172934269621
baseline_pool_l,lgbm328,2023-01-20,lgbm328,591.976902,523.3425040516237
baseline_pool_l,lgbm328,2023-01-30,lgbm328,619.099751,530.9801634990982
baseline_pool_l,lgbm328,2023-01-31,lgbm328,714.117954,513.9632609777473
baseline_pool_l,lgbm328,2023-02-01,lgbm328,797.206463,513.9178541579911
baseline_pool_l,lgbm328,2023-02-02,lgbm328,820.055726,523.9584638881227
baseline_pool_l,lgbm328,2023-02-03,lgbm328,831.340641,536.5904552818193
baseline_pool_l,lgbm328,2023-02-06,lgbm328,878.730517,542.596293971287
baseline_pool_l,lgbm328,2023-02-07,lgbm328,854.933489,518.7930741977889
baseline_pool_l,lgbm328,2023-02-08,lgbm328,904.783978,528.6492436668616
baseline_pool_l,lgbm328,2023-02-09,lgbm328,947.163784,501.734678269401
baseline_pool_l,lgbm328,2023-02-10,lgbm328,987.601597,502.8509694650945
baseline_pool_l,lgbm328,2023-02-13,lgbm328,1042.021925,516.627489132562
baseline_pool_l,lgbm328,2023-02-14,lgbm328,1060.777266,524.583955543289
baseline_pool_l,lgbm328,2023-02-15,lgbm328,943.789872,508.8604457776655
